Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,employer provided,min_salary,max_salary,average_salary,company_text,job_state,job_town,age,sql_yn,python_yn,excel_yn,ML_yn,tableau_yn,tensorflow_yn,aws_yn,spark_yn,nlp_yn
Data Scientist,"$88K-$146K
(Glassdoor est.)","Job Description

What Youll Get to Do

Be part of a high-performing, multi-disciplinary team supporting rapid and innovative prototype development of warfighting capabilities that increase lethality, survivability, and warfighter effectiveness in support of the Air Force Tactical Exploitation of National Capabilities (AF TENCAP) mission to exploit national systems, educate warfighters, and influence development of future requirements. As a member of the team you will integrate with cross-functional teams to conduct research, design, development, prototyping, systems engineering, integration, testing and evaluation, transitioning, and training across multiple technology areas to include: Geolocation and Tagging, Tracking, Locating; Sensor, Data Fusion, and Dissemination; Unconventional / Asymmetric Warfare / Support to Special Operations; Situational Awareness; Cyberspace and Spectrum Warfare Operations; Air Superiority; Command, Control and Spectrum Utilization; Real-Time/Near Real Time Large Data Analytics and Virtualization. Projects in the portfolio will range in quantity, scope, duration, and complexity. Projects are designed to transition to warfighters and/or national intelligence agencies for operational use, sustainment and appropriate acquisition Programs of Record for further development.
More About this Role
Identify and develop actionable insights through problem definition, application of statistical models, and analysis against existing and future data.
Assists in identification of important data sets for exploitation and analysis, and prepare briefings, analyses, and visualizations in support of leadership.
Apply data mining, data modeling, and machine learning to extract and analyze information from large structured and unstructured datasets.
Assists in the visualize, interpret, and report data findings.
Youll bring these Qualifications
Top Secret Clearance
Possess a bachelors or masters degree.
Hands-on experience creating algorithms and engineering tools for data processing and modeling and simulation.
Understanding in modeling and simulation with a focus on optimization, including theoretical and numerical methods for analysis of current and future systems.
Knowledge in applying ML and AI to image processing and information discovery Software development experience using C++, Python, Scala, Java or equivalent.
Experience supporting DoD / IC Big Data Analytics platforms.
Desired Qualifications
Experience performing real-time data analytics.
Eligibility for TS/SCI clearance with Polygraph (U.S. Citizenship required for clearance).
What We Can Offer You:

BITS, a CACI Company, offers very rewarding and unique benefits, which equates to 50% of compensation on TOP of your base salary! The first part is a tax-qualified profit-sharing retirement plan, to which BITS annually contributes up to 25% of your base salary (not in excess of applicable IRS limits) to your retirement account. The second component consists of BITS' Individual Benefit Account (IBA), which is used for premiums, medical reimbursements, dependent care, education and Paid Time Off (PTO) policy. Both components of the BITS benefit package are paid for by BITS, in addition to your base salary and potential performance bonuses. We believe in a healthy home/work balance and both of our locations offer a wide variety of activities to balance with your work life. Learn more at BITS
Weve been named a Best Place to Work by the Washington Post and the Denver Post.
Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.
We offer competitive benefits and learning and development opportunities.
We are mission-oriented and ever vigilant in aligning our solutions with the nations highest priorities.
For over 55 years, the principles of CACIs unique, character-based culture have been the driving force behind our success

Job Location

US-Washington-DC-AUSTIN

CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.",3.6,"CACI International
3.6","Austin, TX","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",0,88,146,117.0,CACI International,TX,Austin,58,0,1,0,1,0,0,0,0,0
Data Scientist,"$81K-$114K
(Glassdoor est.)","Data Scientist
Washington, DC 20032

Security Clearance Requirement: Current TS/SCI CI poly

Culmen International, LLC is hiring a Data Scientist to join our Centrifuge Analytics technical solutions team working in support of a Government program. The Data Scientist will be responsible for building forecasting and insight capabilities and will deploy small statistically-sound and rules-based forecasting analytics. All work will be performed on-site at Bolling AFB, DC.

Role and responsibilities include:

Determine customers forecasting needs based on the available data and customer requirements
Design forecasting scripts in Python or R
Design statistically sound and rules-based analytics
Direct numerical projections into Centrifuge for analyst visualization
Run analytics reports on a weekly basis
Education and experience requirements include:

US Citizen
Current TS/SCI CI poly security clearance is required for consideration
3+ years of experience developing forecasting analytics
3+ years of experience using R or Python
Experience working with big data analysis and storage
Familiarity with multiple disparate data stores such as Oracle, Microsoft SQL Server, Hadoop, PeopleSoft
Experience with Structured Query Language (SQL)
Ability to generate reports for rules-based forecasting analytics
Benefits: Health, Vision, Dental, 401k, Life and Disability Insurance Programs
Job Type: Full Time

#623",3.6,"Culmen International, LLC
3.6","Washington, DC","Alexandria, VA",201 to 500 employees,2004,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),-1,0,81,114,97.5,"Culmen International, LLC",DC,Washington,16,1,1,0,0,0,0,0,0,0
Data Scientist,"$88K-$143K
(Glassdoor est.)","Are you willing to make a difference?

Data Scientist:

At Kulicke and Soffa, (NASDAQ:KLIC) our engineers make that decision daily. We are an international leading provider of robotic semiconductor packaging and electronic assembly solutions supporting the global automotive, consumer, communications, computing and industrial segments. Meaningmedical equipment (including ventilators), cell phones, autonomous automobiles, computers, space operations all of these use products that our equipment helps to make.

We are seeking a Data Scientist who is energized by a passion to create next generation products. If you are driven, curious and an explorer of advanced technologies, we would like to hear from you.

Position summary:

Duties:
Work with cross-functional teams to research, develop and deliver solutions for machine learning problems, from concept, to design and implementation
Develop data pipelines for data preprocessing, analysis and model development
Experience :
Experience with machine learning, including classification, clustering and outlier detection
Experience with machine learning for temporal data (time-series):
Basic characteristics of time-series and theory of time-series analysis
Experience with novelty and outlier detection for time-series
Experience with classification of time-series: classical techniques and Neural networks
Tools:
Fluent in the common python data science tool stack (Numpy, Scipy, Sklearn, Jupyter notebook/lab )
Experience with developing visualizations using Python (Matplotlib, Plotly, Seaborn, Bokeh)
Experience with standard industrial data analytics tools is a plus (JMP, Tableau)
Strong Computer Science background and programming experience
Fluent with 1 or more programming language (Python, Java, ..)
Experience with Object oriented design
Experience with databases (SQL).
Minimum bachelors degree in Computer Science or related program, Graduate degree preferred
Nice to have:
Knowledge of statistical process control (SPC)
Background in designing data storage solutions
Experience with No-SQL databases
What we have to offer: Competitive salary with bonus, 401K, innovative work environment that can offer cross functional challenging projects, variety and continual learning growth is a given not a maybe, supportive/friendly/brilliant co-workers rated highest in satisfaction from our internal employee survey.

Interested?

We began as a start-up and now 65 years later as a successful public corporation, still retain the spirit of offering our core values to employees and customers alike. With R&D centers of excellence in the USA, Europe and Asia, we bring together todays generation of talent, collaborating on tomorrows technologies. For more information, please forward your resume to us.

Kulicke & Soffa is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected veteran status.

Powered by JazzHR",3.6,"Kulicke and Soffa
3.6","Fort Washington, PA","Singapore, Singapore",1001 to 5000 employees,1951,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1,0,88,143,115.5,Kulicke and Soffa,PA,Fort Washington,69,1,1,1,1,1,0,0,0,0
Data Scientist,"$90K-$148K
(Glassdoor est.)","Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta is seeking a skilled Data Scientist to support a fast paced, innovative project supporting our client in the field of data science and Machine Learning.

Basic Qualifications:
Experience with python, specifically with conda environments
Knowledgeable with NLP techniques
Familiarity with fastai and the training of ULMFit models
Comfortable with usage of AWS and a ubuntu CLI environment
Familiarity with jupyter notebooks
3+ years of relevant experience as a Data Scientist, Data Architect, or Data Analyst
3+ years experience providing expertise related to individual, organizational, technological, or transnational issues of national security concern
3+ years experience and ability to articulate analytic methods and methodological tools in at least one of the following areas:
Applied mathematics (e.g. probability and statistics, multivariable calculus, linear algebra, ordinary and partial differential equations, stochastic processes, graph theory)
Computing programming (e.g. scripting, data parsing/ETL, artificial intelligence, machine learning, math/statistics packages, natural language processing, software versioning, distributed computing)
Visualization (e,g, dashboard creation, network analysis, GIS/geospatial analysis, telemetry analysis
3+ years of experience with the IC and methodological experience in some of the following areas:
Relationships and discovery (correlating, enriching, and prioritizing data about activity among actors, devices or facilities to enable the discovery of structure, roles, key relationships and targets)
Situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood)
Systems modeling (building a computational analog of a real-world system political, military, economic, social or technical to understand how it operates, what it is capable of, and how it may react to shocks)
Desired Skills:
Experience using Python or one of the following software/tools: SQL, R, Hadoop, Spark, Java, C/C++, Git, Bash, Tableau, ArcGIS, Unix commands
Working knowledge of research designs and collection methods, capabilities, and tasking process
Intellectual curiosity; creativity and innovation to go beyond current tools to deliver the best solution to complex problems
Ability to leverage multiple data management tools to organize relevant information and make decisions
Ability to translate complex, technical findings into an easily understood narrative (i.e. tell a story with the data) in graphical, verbal or written form
Ability to multitask and change focus quickly as demand changes
Ability to work collaboratively and effectively in a team environment
Security Clearance:
Active TS/SCI with Polygraph
Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.

Earn a REFERRAL BONUS for the qualified people you know.

For more details, or to submit a referral: bit.ly/NovettaReferrals

Novetta is an equal opportunity/affirmative action employer.

All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,90,148,119.0,Novetta,VA,Herndon,8,1,1,1,1,1,0,1,1,1
Data Scientist,"$71K-$118K
(Glassdoor est.)","17809 Data Scientist (Open)

Position Type:

Full time

Location(s):

US.CO.Greenwood Village.Office

Position Details:

Collaborate with internal and external customers to identify trends and opportunities and develop clear business and measurement objectives.
Create a high-level of business awareness that guides the development of impactful data insights.
Provide and implement actionable insights for service and product solutions that can increase customer utilization, reduce churn, streamline operations, and improve overall field support.
Analyze, automate, and evolve program metrics that feed into key review mechanisms such as MBRs and QBRs.
Lead the evaluation and integration of disparate, detailed-level data sets into a unified view, and leverage these data sets for the development of models of prospect, and revelations in business terms that tells the customer how to solve business problems with customer dashboards and visualization reports Responsible for jobs that span three domains: statistical/mathematical reasoning, business communication/leadership, and programming.
Apply various quantitative methods, including regression, multivariate, and graphical methods to analyze and interpret information from complex data sources.
Perform exploratory data analysis and provide broad business conclusions based on initial appraisal. Determine which conclusions warrant a data science project.
Implement associated big data tools and frameworks required to provide the requested capabilities.
Analyze data to develop predictive models, Identify data patterns and trends.
Implement ETL processes while integrating data form different sources.
Monitor performance and advise on necessary infrastructure changes.
Define data retention policies.
Enhance data collection procedures to include information that is relevant for building analytic systems and models.
Process, cleanse, and verify the integrity of data used for analysis.
Education
Bachelors Degree in Computer Science, Mathematics, Statistics, and/or a related field, or the equivalent work experience in data management.
Experience

A minimum of 3 years experience applying advanced analytics to complex business problems that involve a wide array of data sets and then making recommendations conveying those results, challenges, direction and overall project direction to clients.

Knowledge, Skills and Abilities
Strong technical background with experience building customer and forecasting models with proficiency in SQL
Highly organized with great attention to detail.
Strong cross-functional collaboration, collaboration, negotiation, and leadership skills.
Strong executive and customer presence who can deliver actionable insights and drive results in a complex and changing business model.
Experience understanding ecosystems, user behavior, and long-term trends within our industry.
Proficient understanding of distributed computing principles.
Experienced in or eagerness to learn Domo, AWS, Python and REDShift",3.9,"CSG
3.9","Denver, CO","Denver, CO",1001 to 5000 employees,1994,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),"Amdocs, Netcracker Technology, Ericsson-Worldwide",0,71,118,94.5,CSG,CO,Denver,26,1,1,0,0,0,0,1,0,0
Data Scientist,"$81K-$96K
(Glassdoor est.)","Data Scientist
10558
Phoenix, AZ
2/11/2020 1:10:00 PM

IT
Contractor - W2

Job Description
Preferably a MS or a PHD degree in computer science, computer engineering, or other technical discipline
Data Science : Must have deep knowledge of Natural language processing and techniques, Voice and Text data engineering and developing models for NLP.
Capability of writing, debugging and compiling codes in multiple Machine Learning environment and not limited to Python/Pyspark, Apache Spark, R Spark etc.
At least 2-4 years of experience in the following areas.
Complete grip on Python environment and libraries (scikit, nltk, pandas and numpy). Working knowledge of R & Spark is a plus.
Proven experience of solving complex business problems using Machine Learning techniques like Regression, Classification, Supervised or Unsupervised Recommenders, Deep iterative learning, Neural Nets etc.
Deep knowledge of Statistics and Math’s, and ability to dissect problems from the first principle. Exposure to fields like Linear Algebra, Bayesian Statistics, Group theory is desirable.
Experience of working in Distributed/Cluster computing environment is desirable.
Ability to work in cross functional teams.
Excellent data presentation and visualization skills
Hands on knowledge of SQL/ Hive QL is desirable
2+ years of software development experience with be a plus
Ability to effectively interpret technical and business objectives and challenges and articulate solutions
Willingness to learn new technologies and exploit them to their optimal potential
At the core of Software Engineering

Every member of our team must be able to demonstrate the following technical, functional, leadership and business core competencies, including:
Agile Practices
Porting/Software Configuration
Programming Languages and Frameworks
Business Analysis
Analytical Thinking
Business Product Knowledge

Job Requirements",3.9,"IntraEdge
3.9","Phoenix, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,81,96,88.5,IntraEdge,AZ,Phoenix,18,1,1,1,1,0,0,0,1,1
Data Scientist,"$56K-$103K
(Glassdoor est.)","Data Scientist


New York, NY | Full Time

We’re seeking Data Scientists who will help solve critical business problems and derive valuable insights for our clients. Our teams apply business intuition along with a diverse set of methods and algorithms, including but not limited to, advanced analytics, machine learning, text mining, process mining, network analysis, and data visualization to improve operations. The ideal candidate is capable of ingesting, processing and interpreting data sets that vary widely in size, structure, complexity, and dimensionality. They are quick to adapt to new technology, and passionate about data-driven business problem solving for business operations. They also thrive in cross-functional teams and can clearly communicate technical concepts to non-technical individuals.

CKM is on the forefront of leveraging data analytics to inform strategic decision-making and drive operational improvement for clients. Our number one asset is our people, who shape the uniquely creative and energetic culture at CKM. Because we’re passionate about knowledge sharing and professional development, we give our employees ample opportunity to satisfy natural curiosity, access to the firm’s expertise, plus the autonomy and authority to design and execute their own analyses.

Why we’ll love you:
Bachelors, Masters, or Ph.D.
Passion for quantitative problem solving and developing data driven solutions to difficult business questions
Demonstrated proficiency in Python, in an academic or professional environment
Skills in or familiarity with data cleaning, natural language processing, machine learning, artificial intelligence, visualization, network analysis, and distributed computing are a plus
Familiarity with database concepts and structures
Ability to communicate complex quantitative analyses clearly
Fluent oral and written English communication skills
Self-starter and team player
Ability and willingness to travel from time to time (domestic and international)
Authorized to work in the US
Why you’ll love us:


Our team is diverse and intellectually curious, made up of people that you’ll genuinely enjoy spending time with
We’re fanatical about helping clients derive value from data and work on solving challenging problems within some of the world’s largest companies
We are a meritocracy and consistently promote from within
We move fast and are not afraid of evolving our tools, technology and thinking
Compensation is competitive and commensurate with your degree and experience. At CKM, we celebrate our differences – they help our business thrive and our employees have fun. CKM Analytix is proud to be an equal opportunity workplace. We are dedicated to equal employment opportunities regardless of race, color, ancestry, religion, sex, national orientation, sexual orientation, age, citizenship, marital status, disability, gender identity/expression, or veteran status.",2.9,"CKM Advisors
2.9","New York, NY","New York, NY",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,56,103,79.5,CKM Advisors,NY,New York,9,0,1,0,1,0,0,0,0,0
Staff Data Scientist,"$123K-$196K
(Glassdoor est.)","At realtor.com, we process terabytes of data everyday and transform that data into information that powers decisions for millions of home buyers, renters, dreamers, and real estate professionals. We aim to radically simplify home buying/selling and help more people achieve the American dream on our realtor.com website and mobile apps.

We seek a highly seasoned Staff Data Scientist to join our experienced data science team and help take it to the next level. As a key member of the team, you will be responsible for the development of innovative concepts, research, predictive modeling, and machine learning algorithms. You will serve as a mentor for the junior data scientists on the team and provide guidance on their individual projects.

Responsibilities:
Develop predictive, explanatory models and machine learning algorithms.
Create automated learning systems that gracefully scale to increasing complexity and expectation.
Perform exploratory analysis on realtor.com's wealth of data including consumer web and mobile behavior and North America's most comprehensive and up-to-date listings and properties data set.
Effectively partner with product and engineering teams to build new data driven and machine learning based features for enriching the consumer experience of home shoppers, renters and sellers.
Design and build data science solutions to drive revenue growth, customer retention and support strategic decision making.
Generate descriptive visualizations and presentations to communicate insights.
Drive A/B & multivariate tests and design of experiments to facilitate testing of new product and design features, with focus on improving engagement, retention, and conversion.
Help improve the scope of our data sets by identifying new data collection and procurement opportunities on an ongoing basis.
Mentor a team of data scientists on data exploration, machine learning and developing data-oriented products.
Work with a sense of ownership and urgency, advocate for experimentation based, agile culture.
Requirement:
PhD/MS in computer science, statistics, mathematics, operations research or related fields.
4+ years of relevant experience in data science, machine learning or applied statistics.
Experience with Machine Learning, NLP or Computer Vision and data mining tools and underlying algorithms.
Experienced in Python, R, Spark or other languages and frameworks appropriate for large scale analysis of structured and unstructured data.
Working experience with relational databases (SQL) and large scale distributed systems.
Experience with experiment design and A/B and multivariate tests.
Proven track record of developing online data products.
Strong creative thinking and problem solving skills.
Excellent oral and written communication and presentation skills.
At realtor.com®, we believe that everyone deserves a home of their own. We're a community of nearly 2,000 employees that work hard to ensure that from the moment someone starts dreaming about a new home, to the moment they walk in the door and beyond, we're there to lend a helping hand. Every month, 70 million people trust us with their journey home by visiting our site and mobile apps, and we'd love to have you join our team to help.

We've got great offices across Canada and the US and lots of sweet jobs to choose from, so we're hoping you'll join us on our journey to make home buying and selling easier, and more rewarding for everyone.

Let's make a difference, together. For Real.

#LI-DW1",2.7,"realtor.com
2.7","Santa Clara, CA","Santa Clara, CA",1001 to 5000 employees,1993,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zillow, Trulia, Redfin",0,123,196,159.5,realtor.com,CA,Santa Clara,27,1,1,1,1,0,0,0,1,1
Data Scientist,"$111K-$177K
(Glassdoor est.)","COMPANY OVERVIEW


Proudly Farmers First℠!

What do you get when you cross the best of Silicon Valley innovation and technology with the value driven mission of Family Farmers around the world?

Farmers Business Network, Inc. (FBN℠)!

FBN℠ was created by farmers for farmers and is on a mission to power the prosperity of Family Farmers around the world by leveling the playing field through insights, commerce and community. Our goal is to enable them to make smart business decisions that maximize their farms profit potential for generations to come, helping to ensure the fundamental economic viability and sustainability of family farms and rural communities.

We are a dynamic, and innovative AgTech company that offers competitive compensation and benefits and is backed by top investors including Google Ventures, Kleiner Perkins, DBL Partners, T Rowe Price and Temasek.

THE ROLE

How can we sustainably feed the world? With the population set to reach nine billion by 2050 and available farmland decreasing, the odds are stacked against us. This problem falls squarely on the shoulders of farmers, who are increasingly working harder for less. FBN helps farmers to solve these problems.

Farmers are often forced to make key decisions in the face of significant uncertainty about their impact. FBN applies technology and data science to this challenge. We're building the world's largest agronomic dataset - made up of billions of data points, gathered from sophisticated sensors on farm equipment. The network effect of farmers sharing their data allows us to deliver unprecedented analyses that help farmers make data-driven decisions - we're not just building new technology, we're also making new agricultural scientific discoveries.

We're looking for data scientists who are enthusiastic about applying big data to help farmers!

Data science underlies every product that we build at FBN, so you'll see your work directly translate into new products for our farmers. The data science team at FBN:
Explores one of the world's most unique, interesting, and diverse datasets.
Furthers scientific understanding about what affects agricultural production.
Uncovers insights that help farmers efficiently support a growing population.
Makes meaningful improvements in the world by translating data science into products that help farmers increase yield and efficiency.
Required Skills
Deep understanding of statistical modeling concepts.
Familiarity with machine learning algorithms.
Excellent programming skills (R or Python preferred).
Preferred: understanding of agricultural systems (soil chemistry, plant physiology, entomology, etc…).
Required Experience
MS or greater in statistics or related discipline, OR MS or greater in agronomy or related discipline with strong data analysis skills.
Farmer's Business Network, Inc. is an equal opportunity employer and participates in U.S. Citizenship and Immigration's E-Verify program.",3.5,"Farmer's Business Network, Inc.
3.5","San Carlos, CA","San Carlos, CA",201 to 500 employees,2014,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,-1,0,111,177,144.0,"Farmer's Business Network, Inc.",CA,San Carlos,6,0,1,1,1,0,0,0,0,0
"Senior Data Scientist, Product Analytics","$128K-$203K
(Glassdoor est.)","As Scale’s first Product Data Scientist, you will lead the charge on building our product analytical infrastructure and driving insights that lead to step-function improvements in how we operate. We handle millions of tasks for businesses looking to scale their ML development, and we’re looking for a talented product data scientist to help us understand it all in the service of building better products. In this role, you will apply statistical models, design and interpret experiments, build mission-critical dashboards, and help structure and order our data in the pursuit of transparency over how we operate and how we can improve.
You will:
Own end-to-end product analytics workflow including formulating success metrics, socializing them across the organization, and creating dashboards/reports.
Ensure product areas are performing in line with our high expectations and be able to identify, diagnose, and recommend projects to improve our performance.
Influence product teams through presentation of data-based recommendations.
Identify operational efficiencies to the business that will enable Scale to continue growing sustainably.
Design, run, and analyze experiments.
Apply statistical models to identify root causes and predict the future performance of tasks, users, and products.
Conduct statistical and trend analysis to identify opportunities, highlight strengths, and provide recommended corrective actions.
Ideally you'd have:
4-6+ years of industry experience in product data science broadly
Strong proficiency in writing complex SQL queries
Mastery with data science tools such as R, and/or Python
Experience with statistical modeling and experimental design
A detail-oriented and analytical mindset, with emphasis on accuracy
About Us:
At Scale, our mission is to accelerate the development of Machine Learning and AI applications across multiple markets. Our first product is a suite of APIs that allow AI teams to generate high-quality ground truth data. Our customers include OpenAI, Zoox, Lyft, Pinterest, Airbnb, nuTonomy, and many more.

Scale AI is an equal opportunity employer. We aim for every person at Scale to feel like they matter, belong, and can be their authentic selves so they can do their best work. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Scale AI is committed to working with and providing reasonable accommodations to applicants with physical and mental disabilities. If you need assistance and/or a reasonable accommodation in the application or recruiting process due to a disability, please contact us at accommodations@scale.com. Please see the United States Department of Labor's EEO poster and EEO poster supplement for additional information.",3.1,"Scale AI
3.1","San Francisco, CA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,128,203,165.5,Scale AI,CA,San Francisco,4,1,1,0,1,0,0,0,0,0
Data Scientist,"$61K-$104K
(Glassdoor est.)","Tuknik Government Services (TGS) is looking for an experienced individual to perform the duties of a Data Scientist to support our government client in Fort Belvoir, VA.

We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more.

Essential Functions, Responsibilities & Duties may include, but are not limited to:
Apply statistics, machine learning and analytic approaches to answer key intelligence questions, producing results and re-usable products that provide real value to Intelligence Analysts
Apply machine learning techniques to identify and transform data features, find hidden patterns and trends, build and optimize classifiers, create automated anomaly detection systems, and automate steps of the intelligence process
Evaluate statistical models to determine the validity of analyses, implement evaluated models into production by collaborating with software developers, periodically re-evaluate and refine machine learning models being used in production
Develop and refine date sets to achieve stakeholder goals and objectives as requested
Work with analysts to interpret analytic results and refine analysis as needed
Coordinate with Data Analysts to refine and implement models and monitor outcomes
Develop processes and tools to monitor and analyze model performance and data accuracy
Communicate results and ideas to key decision makers, analysts and other stakeholders
Advise on the interpretation and use of data intelligence products, quality assessments and applications
Collaborate with Intelligence Analysts to understand needs and devise possible solutions
Assess training requirements based on current system and functional baseline
Develop training artifacts in support of operations including Standard Operating Procedures (SOPs), and Tactics, Techniques and Procedures (TTPs)
Required Qualifications:
Top Secret clearance with SCI eligibility
MS in Data Science, Statistics, Applied Math, or related field
Two years of experience leading data science projects is desired
Five years of intelligence analysis experience is desired
Demonstrated proficiency with R or Python, and SQL to manipulate data and draw insights from large and small data sets
Demonstrated proficiency in a variety of supervised and unsupervised machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks
Demonstrated proficiency in advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications
Demonstrated proficiency with common data science libraries
Demonstrated proficiency visualizing/presenting data for stakeholders
Demonstrated proficiency with MS Office tools including Excel, PowerPoint, and Word
Demonstrated proficiency with AWS, in particular products related to analytics, compute, database, developer tools, and machine learning
Experience with database solutions including SQL, NoSQL (e.g. MongoDB) and graph (e.g. Neo4j)
Experience with data visualization tools, such as D3.js, ggplot, Bokeh, etc.
Capability to recognize when Data Science can add value to an intelligence problem, and when it cannot
Ability to translate an intelligence problem into a Data Science problem, and to work with the Intelligence Analysts and ACE Chief to refine the understanding of the problem
Comfortable working in a dynamic environment with several ongoing concurrent projects; able to multitask, prioritize, and manage time effectively
Interpersonal skills and communication with all levels of leadership
A drive to learn and master new technologies and techniques; desire to maintain currency on latest industry trends including completing additional training; able to articulate trends and potential clearly and confidently
Creative problem solver who thrives when presented with a challenge; able to analyze problems and strategize for better solutions; strong problem-solving skills with an emphasis on production for re-use
Goal-oriented, encouraging to team and staff; comfortable as a team-player, leader and mentor
Working Environment & Conditions

This position is primarily indoors, consistent with a standard office position and has a noise level of mostly low to moderate. The incumbent is required to stand; walk; sit; use hands to finger, handle, or feel objects, tools, or controls; reach with hands and arms; talk and hear. The work load may require the incumbent to sit for extended periods of time. The incumbent must be able to read, do simple math calculations and withstand moderate amounts of stress. The incumbent must occasionally lift and/or move up to 25 lbs. Specific vision abilities required by the job include close vision, distance vision, color vision, depth perception, and the ability to adjust focus.

Our Equal Employment Opportunity Policy

The company is an equal opportunity employer. The company shall not discriminate against any employee or applicant because of race, color, religion, creed, sex, sexual orientation, gender or gender identity (except where gender is a bona fide occupational qualification), national origin, age, disability, military/veteran status, marital status, genetic information or any other factor protected by law. We are committed to equal employment opportunity in all decisions related to employment, promotion, wages, benefits and all other privileges, terms and conditions of employment.

The company is dedicated to seeking all qualified applicants. If you require an accommodation to navigate or to apply to a position on our website, please contact Heaven Wood via e-mail at accommodations@koniag.com or by calling 703-488-9377 to request accommodations. This contact information is used for accommodation requests only and cannot be used to inquire on a status of your application.",3.4,"Koniag, Inc.
3.4","Schofield Barracks, HI","Kodiak, AK",501 to 1000 employees,-1,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1,0,61,104,82.5,"Koniag, Inc.",HI,Schofield Barracks,-1,1,1,1,1,0,0,1,0,0
